Product Name,Store,Min Price,Weight_g,Price per Gram,Category,usda_match,match_confidence,Energy (kcal),Protein (g),Healthy Fats (g),Unhealthy Fats (g),"Carbohydrate, by difference (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Potassium, K (mg)","Sodium, Na (mg)",Vitamin C (mg),"Vitamin A, RAE (µg)",Vitamin D (D2 + D3) (µg),"Sugars, Total (g)",Cholesterol (mg)
Tillamook Old-Fashioned Vanilla Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, vanilla",100.0,207.0,3.5,3.422,6.79,23.6,0.7,128.0,0.09,199.0,80.0,0.6,118.0,0.2,21.2,44.0
DiGiorno Pepperoni on a Hand-Tossed Style Traditional Crust  Frozen Personal Pizza - 9.3 Oz,Safeway,6.49,263.65,0.02461594,frozen-foods,"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",89.2,280.0,12.9,6.049999999999999,5.16,31.6,1.7,155.0,2.14,207.0,801.0,0.0,57.0,,3.67,26.0
El Monterey Chicken & Cheese Frozen Flour Taquitos 20 Count - 20 Oz,Safeway,7.99,566.99,0.01409196,frozen-foods,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Alexia Fries Sweet Potato Seasoned Waffle Cut - 20 Oz,Safeway,7.49,566.99,0.01321011,frozen-foods,"Sweet potato fries, frozen",100.0,192.0,2.27,6.91,1.22,37.4,6.0,55.0,0.81,431.0,154.0,7.5,457.0,0.0,13.6,0.0
Birds Eye C&W Petite Sweet Corn Frozen Vegetables - 16 Oz,Safeway,3.99,453.59,0.00879645,frozen-foods,"Corn, sweet, white, raw",76.9,86.0,3.22,0.906,0.182,19.0,2.7,2.0,0.52,270.0,15.0,6.8,0.0,0.0,3.22,0.0
"Hot Pockets Croissant Crust Bacon Egg Cheese, 17 Oz - 17 OZ",Safeway,5.99,481.94,0.01242889,frozen-foods,"Croissant, cheese",100.0,414.0,9.2,8.89,10.6,47.0,2.6,53.0,2.15,132.0,361.0,0.2,204.0,0.0,11.4,57.0
LEAN CUISINE Comfort Cravings Chicken Enchilada Suiza Frozen Entree Box - 9 Oz,Safeway,4.49,255.15,0.0175978,frozen-foods,"Enchilada, chicken",100.0,178.0,10.0,4.67,3.22,14.6,2.3,116.0,0.86,190.0,459.0,0.2,37.0,0.0,0.79,33.0
"ORE-IDA Crispy Hash Brown Patties, Shredded Potatoes - 48 Oz",Safeway,9.49,1360.78,0.00697396,frozen-foods,"Potatoes, hash brown, home-prepared",73.1,265.0,3.0,10.0,1.88,35.1,3.2,14.0,0.55,576.0,342.0,13.0,0.0,0.0,1.49,0.0
Signature SELECT Blueberry Waffles - 12.3 Oz,Safeway,4.89,348.7,0.01402356,frozen-foods,"Pie, blueberry",84.6,300.0,2.82,8.61,5.36,38.0,2.5,13.0,1.21,71.0,217.0,1.1,40.0,0.1,15.5,7.0
Signature SELECT Peas Green Steam In Bag - 12 Oz,Safeway,3.49,340.19,0.01025885,frozen-foods,"Peas, green, raw",100.0,81.0,5.42,0.222,0.071,14.4,5.7,25.0,1.47,244.0,5.0,40.0,38.0,0.0,5.67,0.0
Signature SELECT Orange Chicken Party Size - 50 Oz,Safeway,14.99,1417.47,0.01057514,frozen-foods,Orange chicken,100.0,262.0,14.5,9.56,2.42,22.5,0.8,14.0,0.94,209.0,553.0,0.9,75.0,0.1,13.6,61.0
Amy's Mushroom Risotto Bowl - 9.5 Oz,Safeway,6.99,269.32,0.02595423,frozen-foods,"Mushrooms, raw",94.1,31.0,2.9,0.16,0.05,4.13,1.7,5.0,0.23,371.0,6.0,2.1,0.0,0.0,1.98,0.0
Healthy Choice Cafe Steamers Sweet Sesame Glazed Chicken Frozen Meal - 9.75 Oz,Safeway,5.49,276.41,0.01986197,frozen-foods,Sesame chicken,100.0,293.0,14.3,10.43,2.41,26.9,0.7,12.0,1.09,204.0,482.0,1.0,83.0,0.1,16.0,59.0
MorningStar Farms Veggie Breakfast Sausage Links Original Vegetarian - 8 Oz,Safeway,5.99,226.8,0.0264114,frozen-foods,"Sausage, turkey, breakfast links, mild, raw",79.3,169.0,16.7,6.22,2.634,0.93,,32.0,1.17,310.0,599.0,,,,,78.0
Udis Gluten Free Bread Sandwich White - 12 Oz,Safeway,9.99,340.19,0.0293656,frozen-foods,"Bread, white",100.0,267.0,9.43,2.587,0.821,49.2,2.3,211.0,3.36,117.0,450.0,0.0,0.0,0.0,5.34,0.0
Signature SELECT Broccoli Chopped Steam Bag - 12 Oz,Safeway,3.49,340.19,0.01025885,frozen-foods,"Broccoli, raw",100.0,31.0,2.57,0.028,0.039,6.27,2.4,46.0,0.69,303.0,36.0,91.3,8.0,,,
Healthy Choice Cafe Steamers Grilled Chicken Pesto With Vegetables Frozen Meal - 9.9 Oz,Safeway,5.49,280.66,0.01956103,frozen-foods,"Chicken, for use with vegetables",85.2,164.0,26.8,3.647,1.58,0.0,0.0,14.0,0.73,279.0,345.0,0.0,8.0,0.0,0.0,112.0
Totinos Pizza Rolls Combination - 24.8 Oz,Safeway,8.99,703.07,0.01278682,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Boston Market Frozen Swedish Meatballs - 13.1 Oz,Safeway,5.49,371.38,0.01478276,frozen-foods,"Soup, meatball",80.0,52.0,2.65,1.079,0.765,5.53,0.9,12.0,0.54,204.0,285.0,6.8,25.0,0.0,1.45,7.0
Ben & Jerry's Vanilla Caramel Fudge Ice Cream - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Ice cream, vanilla",100.0,207.0,3.5,3.422,6.79,23.6,0.7,128.0,0.09,199.0,80.0,0.6,118.0,0.2,21.2,44.0
Marie Callender's Roasted Turkey Breast & Stuffing Frozen Meal - 11.5 Oz,Safeway,5.99,326.02,0.01837315,frozen-foods,"Turkey, whole, breast, meat only, cooked, roasted",80.8,147.0,30.1,1.154,0.617,0.0,0.0,9.0,0.71,249.0,99.0,0.0,3.0,0.3,0.0,80.0
Kodiak Buttermilk Power Flapjacks Box - 15.38 Oz,Safeway,6.99,436.02,0.01603155,frozen-foods,"Buttermilk, low fat",100.0,,3.46,0.199,0.552,4.81,,120.0,0.0132,158.0,92.5,,,0.543,,4.79
Freschetta Pizza Naturally Rising Crust 4 Cheese Medley Frozen - 25.85 Oz,Safeway,9.99,732.83,0.013632,frozen-foods,"Pizza, cheese topping, rising crust, frozen, cooked",86.2,260.0,12.4,3.58,3.82,32.9,2.5,177.0,1.77,175.0,556.0,1.9,69.0,0.0,5.09,16.0
Tru Fru Frozen Fresh Raspberries In Dark & White Chocolate 18 Oz Resealable Pouch - 18 OZ,Safeway,17.99,510.29,0.03525439,frozen-foods,White chocolate candy,83.3,539.0,5.87,10.11,19.4,59.2,0.2,199.0,0.24,286.0,90.0,0.5,9.0,0.0,59.0,21.0
Lamb Weston Fries Potato Hand Cut Style - 28 Oz,Safeway,6.99,793.79,0.0088059,frozen-foods,"Sweet potato fries, frozen",80.0,192.0,2.27,6.91,1.22,37.4,6.0,55.0,0.81,431.0,154.0,7.5,457.0,0.0,13.6,0.0
Jones Dairy Farm Sausage All Natural Golden Brown Turkey Links 10 Count - 5 Oz,Safeway,3.99,141.75,0.02814864,frozen-foods,"Sausage, turkey, fresh, cooked",100.0,196.0,23.9,5.7,2.7,0.0,0.0,22.0,1.49,298.0,665.0,0.7,13.0,,0.0,92.0
Marie Callender's Banana Cream Pie Frozen Dessert - 34.9 Oz,Safeway,10.99,989.4,0.01110777,frozen-foods,"Pie, banana cream",100.0,284.0,2.42,6.6,7.37,32.4,0.7,39.0,0.6,90.0,168.0,0.8,83.0,0.4,19.1,26.0
Cool Whip Zero Sugar Whipped Topping - 8 Oz,Safeway,4.49,226.8,0.01979753,frozen-foods,"Whipped topping, frozen, low fat",100.0,224.0,3.0,1.107,11.3,23.6,0.0,71.0,0.1,101.0,72.0,0.0,4.0,0.0,23.6,2.0
Signature SELECT Pizza 5 Cheese Ultra Thin Crust - 14.8 Oz,Safeway,5.99,419.57,0.01427643,frozen-foods,"Pizza, cheese, gluten-free thin crust",100.0,264.0,8.73,6.98,4.44,26.5,2.5,259.0,1.59,120.0,485.0,0.3,58.0,0.1,3.2,17.0
Jones Dairy Farm Sausage All Natural Golden Brown Mild Pork Links 10 Count - 7 Oz,Safeway,3.99,198.45,0.02010617,frozen-foods,Pork sausage,100.0,325.0,18.5,16.62,8.83,1.42,0.0,9.0,1.2,342.0,814.0,0.0,28.0,1.4,1.09,86.0
Ben & Jerry's Cherry Garcia Non-Dairy Frozen Dessert - 16 oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Frozen dessert, non-dairy",100.0,159.0,0.87,1.553,7.04,18.2,0.1,117.0,0.26,40.0,39.0,0.0,27.0,0.8,17.5,0.0
Tillamook Mint Chocolate Chip Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, chocolate",100.0,216.0,3.8,3.62,6.8,28.2,1.2,109.0,0.93,249.0,76.0,0.7,118.0,0.2,25.4,34.0
Red Baron Pizza Brick Oven Crust Meat Trio - 18.22 Oz,Safeway,6.99,516.53,0.01353267,frozen-foods,"Pizza, with meat, gluten-free thin crust",76.2,287.0,10.6,9.38,5.91,21.9,2.1,213.0,1.54,154.0,594.0,0.3,50.0,0.3,2.78,30.0
Saffron Road Chicken Pad Thai Gluten Free Asian Frozen Meal - 10 Oz,Safeway,7.99,283.5,0.02818392,frozen-foods,Pad Thai with chicken,86.5,154.0,8.13,5.41,1.3,14.4,1.2,21.0,0.68,152.0,384.0,4.8,18.0,0.2,4.06,48.0
DEVOUR Cajun-Style Alfredo with Smoked Sausage & Chicken Frozen Meal - 10 Oz,Safeway,4.99,283.5,0.01760172,frozen-foods,"Sausage, chicken, beef, pork, skinless, smoked",81.5,216.0,13.6,8.006,4.8,8.1,0.0,100.0,4.8,246.0,1030.0,0.0,0.0,,1.9,120.0
Birds Eye Baby Broccoli Florets Frozen Vegetables - 12.6 Oz,Safeway,4.49,357.2,0.01256986,frozen-foods,"Broccoli, raw",100.0,31.0,2.57,0.028,0.039,6.27,2.4,46.0,0.69,303.0,36.0,91.3,8.0,,,
Ben & Jerry's Americone Dream Non-Dairy Frozen Dessert - 16 oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Frozen dessert, non-dairy",100.0,159.0,0.87,1.553,7.04,18.2,0.1,117.0,0.26,40.0,39.0,0.0,27.0,0.8,17.5,0.0
Signature SELECT Pancakes Buttermilk Family Size 24 Count - 33 Oz,Safeway,8.49,935.53,0.00907504,frozen-foods,"Buttermilk, low fat",100.0,,3.46,0.199,0.552,4.81,,120.0,0.0132,158.0,92.5,,,0.543,,4.79
Scott & Jon's Shrimp Scampi with Linguini Frozen Meal - 9.6 Oz,Safeway,4.99,272.16,0.01833513,frozen-foods,Shrimp scampi,100.0,192.0,15.4,6.87,4.26,2.27,0.2,72.0,0.5,156.0,168.0,3.8,117.0,0.1,0.1,154.0
Boston Market Sweet & Sour Chicken - 14 Oz,Safeway,5.49,396.89,0.01383244,frozen-foods,Sweet and sour chicken or turkey,75.8,250.0,10.1,9.14,1.93,23.9,1.0,45.0,2.12,158.0,246.0,2.4,18.0,0.2,11.5,27.0
Green Giant Riced Veggies Cauliflower - 10 Oz,Safeway,3.99,283.5,0.01407432,frozen-foods,"Cauliflower, pickled",73.3,41.0,1.59,0.054,0.108,8.98,1.7,20.0,0.35,248.0,969.0,34.0,0.0,0.0,6.45,0.0
Boston Market Home Style Meals Salisbury Steak in Savory Gravy with Mac & Cheese - 14.5 Oz,Safeway,5.49,411.07,0.01335546,frozen-foods,"Salisbury steak with gravy, frozen",100.0,149.0,6.98,6.279999999999999,4.264,6.78,1.0,47.0,0.95,144.0,509.0,0.0,2.0,0.0,0.26,33.0
Marie Callender's Sweet & Sour Chicken Frozen Dinner - 14 Oz,Safeway,5.99,396.89,0.01509223,frozen-foods,"Rolls, dinner, sweet",80.0,321.0,10.0,2.705,3.688,53.6,3.1,62.0,2.74,149.0,253.0,0.2,40.0,0.0,15.4,55.0
LEAN CUISINE Protein Kick Spinach And Mushroom Frozen Pizza - 6.125 Oz,Safeway,5.49,173.64,0.03161701,frozen-foods,"Mushroom, maitake",73.3,,2.2,0.0,0.0,6.6,3.07,0.0,0.209,260.0,0.345,,,1.6,,
"P.f. Chang's Home Menu, Signature Fried Rice Frozen Side - 16 OZ",Safeway,6.49,453.59,0.01430801,frozen-foods,"Rice, fried, NFS",83.3,174.0,3.84,1.718,0.493,32.5,1.1,11.0,0.46,69.0,361.0,3.8,22.0,0.0,0.62,18.0
Banquet Frozen Beef Pot Pie - 7 Oz,Safeway,1.25,198.45,0.00629893,frozen-foods,"Pot pie, beef",100.0,271.0,8.92,8.37,5.45,24.0,2.0,41.0,1.71,173.0,374.0,1.5,121.0,0.3,3.33,22.0
Totinos Pizza Rolls Combination - 48.85 Oz,Safeway,12.99,1384.87,0.00937992,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Ben & Jerry's Vanilla Ice Cream Pint - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Ice cream, vanilla",100.0,207.0,3.5,3.422,6.79,23.6,0.7,128.0,0.09,199.0,80.0,0.6,118.0,0.2,21.2,44.0
Marie Callender's Swedish Meatballs Bowl Frozen Meal - 11.5 Oz,Safeway,4.99,326.02,0.01530584,frozen-foods,"Meatballs, meatless",72.2,197.0,21.0,6.859999999999999,1.42,8.0,4.6,25.0,2.16,180.0,550.0,0.0,0.0,0.0,1.25,0.0
Hot Pockets Meatballs And Mozzarella 18 Oz - 18 OZ,Safeway,4.99,510.29,0.00977873,frozen-foods,"Lean Pockets, Meatballs & Mozzarella",96.6,240.0,10.5,3.45,3.238,32.3,2.0,196.0,2.06,221.0,557.0,,36.0,,8.81,20.0
"Hot Pockets Four Cheese Pizza, 17 Oz - 17 OZ",Safeway,4.99,481.94,0.01035395,frozen-foods,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",76.6,270.0,9.16,4.49,3.72,24.7,1.5,152.0,2.0,188.0,386.0,0.1,2.0,0.2,7.6,23.0
Home Run Inn Pizza Classic Cheese Frozen - 27 Oz,Safeway,8.99,765.44,0.01174493,frozen-foods,"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",75.5,257.0,10.8,3.99,4.339,33.2,2.2,167.0,2.34,161.0,523.0,0.9,61.0,0.0,4.02,17.0
Flav R Pac Steamable Vegetables Peas Green Sweet - 10 Oz,Safeway,2.5,283.5,0.0088185,frozen-foods,"Peas, green, raw",100.0,81.0,5.42,0.222,0.071,14.4,5.7,25.0,1.47,244.0,5.0,40.0,38.0,0.0,5.67,0.0
Banquet Brown N Serve Fully Cooked Original Sausage Links - 10-6.4 Oz,Safeway,3.5,181.44,0.01929046,frozen-foods,"Pork sausage rice links, brown and serve, cooked",78.1,407.0,13.7,22.17,12.8,2.36,0.0,15.0,1.12,212.0,689.0,0.0,0.0,0.9,0.0,66.0
LEAN CUISINE Comfort Cravings Cheese Ravioli Frozen Entree Box - 8.5 Oz,Safeway,4.49,240.97,0.01863297,frozen-foods,"Crackers, cheese, reduced fat",73.3,418.0,10.0,7.39,3.33,68.2,3.3,67.0,4.8,141.0,1170.0,0.0,9.0,0.0,0.0,0.0
Ben & Jerry's Gimme Smore Ice Cream - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,Ice cream cake,78.3,283.0,2.95,7.01,4.8,39.3,0.5,99.0,0.48,121.0,196.0,0.3,68.0,0.2,31.2,44.0
Amy's Bean & Cheese Burrito - 6 Oz,Safeway,4.5,170.1,0.02645549,frozen-foods,"Burrito, bean and cheese, frozen",95.0,221.0,7.07,4.4,1.381,34.0,3.4,52.0,2.51,210.0,351.0,0.3,8.0,0.0,3.21,2.0
Daring Chicken Meatless Pieces - 8 Oz,Safeway,4.49,226.8,0.01979753,frozen-foods,"Chicken, meatless",100.0,224.0,23.6,7.379999999999999,1.53,3.64,3.6,35.0,3.27,54.0,709.0,0.0,0.0,0.0,0.0,0.0
Digiorno Frozen Wood Fired Pizza Premium Pepperoni Frozen Pizza Box - 15.7 Oz - 15.7 OZ,Safeway,8.99,445.09,0.02019829,frozen-foods,"Pepperoni, reduced fat",100.0,378.0,21.1,19.6,11.4,0.72,0.0,24.0,1.36,363.0,1760.0,0.0,11.0,0.9,0.26,108.0
Signature SELECT Corn Super Sweet Steam In Bag - 12 Oz,Safeway,3.49,340.19,0.01025885,frozen-foods,"Corn, sweet, white, raw",76.9,86.0,3.22,0.906,0.182,19.0,2.7,2.0,0.52,270.0,15.0,6.8,0.0,0.0,3.22,0.0
Ore-Ida Classic Thick Cut Steak French Fries French Fried Potatoes - 28 Oz,Safeway,5.99,793.79,0.00754611,frozen-foods,"Potatoes, french fried, cross cut, frozen, unprepared",74.6,187.0,2.7,0.0,2.79,23.0,2.3,13.0,0.87,310.0,393.0,5.7,,,0.49,0.0
Digiorno Pizza Rising Crust Pepperoni  - 24.7 Oz,Safeway,8.99,700.23,0.01283859,frozen-foods,"DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked",100.0,265.0,12.5,4.55,3.918,31.2,2.3,157.0,0.95,212.0,743.0,1.3,41.0,,5.1,18.0
Home Run Inn Pizza Classic Sausage & Pepperoni Uncured Frozen - 31 Oz,Safeway,8.99,878.83,0.01022946,frozen-foods,"Sausage and peppers, no sauce",72.7,247.0,14.0,12.56,6.93,3.26,0.3,11.0,1.09,263.0,551.0,15.4,19.0,0.8,1.88,61.0
El Monterey Signature Egg Applewood Smoked Bacon & Cheese Breakfast Burrito - 4.5 Oz,Safeway,2.33,127.57,0.01826409,frozen-foods,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Breyers Extra Creamy Vanilla Frozen Dairy Dessert - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Frozen dessert, non-dairy",86.7,159.0,0.87,1.553,7.04,18.2,0.1,117.0,0.26,40.0,39.0,0.0,27.0,0.8,17.5,0.0
Stouffers Large Family Size Meat Lovers Lasagna Frozen Meal - 57 Oz,Safeway,14.99,1615.92,0.00927644,frozen-foods,"Lasagna, meatless",85.7,130.0,6.54,2.59,2.11,13.8,1.7,111.0,1.27,182.0,284.0,13.7,44.0,0.0,4.23,13.0
Newmans Own Pizza Thin & Crispy Pepperoni Frozen - 15.1 Oz,Safeway,9.99,428.08,0.0233369,frozen-foods,"Pepperoni, reduced fat",100.0,378.0,21.1,19.6,11.4,0.72,0.0,24.0,1.36,363.0,1760.0,0.0,11.0,0.9,0.26,108.0
Breyers CarbSmart Vanilla Frozen Dairy Dessert - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Frozen dessert, non-dairy",86.7,159.0,0.87,1.553,7.04,18.2,0.1,117.0,0.26,40.0,39.0,0.0,27.0,0.8,17.5,0.0
LEAN CUISINE Protein Kick Roasted Turkey Breast Frozen Entree Box - 9.75 Oz,Safeway,5.49,276.41,0.01986197,frozen-foods,"Turkey, whole, breast, meat only, cooked, roasted",80.8,147.0,30.1,1.154,0.617,0.0,0.0,9.0,0.71,249.0,99.0,0.0,3.0,0.3,0.0,80.0
Gardein Vegan Seven Grain Crispy Frozen Chick'n Tenders - 9 Oz,Safeway,7.99,255.15,0.03131547,frozen-foods,"KFC, Crispy Chicken Strips",75.0,274.0,20.2,11.19,3.0090000000000003,13.7,1.4,25.0,0.69,333.0,948.0,,,,0.0,51.0
Stouffer's Turkey Tetrazzini Frozen Meal - 12 Oz,Safeway,5.49,340.19,0.01613785,frozen-foods,Chicken or turkey tetrazzini,87.2,119.0,12.0,2.249,1.73,6.96,0.5,18.0,0.43,129.0,386.0,0.0,22.0,0.1,0.24,38.0
Jimmy Dean Sausage & Gravy Breakfast Bowl - 7 Oz,Safeway,4.5,198.45,0.02267614,frozen-foods,Sausage gravy,100.0,180.0,6.78,6.48,5.51,7.65,0.1,99.0,0.51,194.0,421.0,0.1,116.0,1.3,3.92,36.0
Saffron Road Entree Noodles Drunken Chicken - 10 OZ,Safeway,7.99,283.5,0.02818392,frozen-foods,"Rice noodles, dry",81.2,364.0,5.95,0.3249999999999999,0.153,80.2,1.6,18.0,0.7,30.0,182.0,0.0,0.0,0.0,0.12,0.0
Signature SELECT Mango Chunks Family Size - 48 Oz,Safeway,12.99,1360.78,0.00954602,frozen-foods,"Mango, frozen",100.0,60.0,0.82,0.211,0.092,15.0,1.6,11.0,0.16,168.0,1.0,36.4,54.0,0.0,13.7,0.0
Ben & Jerry's Chocolate Chip Cookie Dough Ice Cream - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Ice cream, chocolate",100.0,216.0,3.8,3.62,6.8,28.2,1.2,109.0,0.93,249.0,76.0,0.7,118.0,0.2,25.4,34.0
Signature SELECT Spinach Chopped 12 Oz - 12 Oz,Safeway,4.19,340.19,0.0123165,frozen-foods,"Spinach, raw",100.0,23.0,2.86,0.175,0.063,3.63,2.2,99.0,2.71,558.0,79.0,28.1,469.0,0.0,0.42,0.0
Chung's Vegetable Egg Rolls - 12 Oz,Safeway,7.99,340.19,0.0234866,frozen-foods,"Egg rolls, vegetable, frozen, prepared",82.6,214.0,5.95,5.220000000000001,1.19,31.8,2.4,50.0,1.95,222.0,490.0,6.7,49.0,0.0,5.96,0.0
O Organics Raspberries Frozen - 10 Oz,Safeway,5.99,283.5,0.02112912,frozen-foods,"Raspberries, raw",100.0,,1.01,0.0,0.0,12.9,,16.4,0.45,156.0,0.0,23.0,,,,
Marie Callender's Turkey Pot Pie Frozen Dinner - 10 Oz,Safeway,4.99,283.5,0.01760172,frozen-foods,"Turkey Pot Pie, frozen entree",81.0,176.0,6.5,4.84,2.88,17.7,1.1,,1.0,,350.0,,,,,16.0
Canyon Bakehouse Mountain White Gluten Free 100% Whole Grain Bread Frozen - 18 Oz,Safeway,7.99,510.29,0.01565773,frozen-foods,"Bread, whole grain white",100.0,238.0,10.7,1.366,0.63,43.9,9.2,684.0,4.89,127.0,450.0,0.0,0.0,0.0,5.0,0.0
Birds Eye C&W Chopped Baby Spinach Frozen Vegetables - 16 Oz,Safeway,3.99,453.59,0.00879645,frozen-foods,"Spinach, baby",100.0,,2.85,0.0,0.0,2.41,1.56,68.4,1.26,582.0,111.0,26.5,283.0,,,
Open Nature Pizza Cauliflower Crust Margherita Gluten Free Frozen - 10.2 Oz,Safeway,10.99,289.16,0.038006,frozen-foods,"Cauliflower, raw",100.0,,1.64,0.0,0.0,4.72,1.95,20.4,0.334,274.0,20.0,67.1,,,,
DEVOUR Creamy Bacon Alfredo Mac & Cheese with Chicken Frozen Meal - 10 Oz,Safeway,4.99,283.5,0.01760172,frozen-foods,"Burrito, chicken, with rice, cheese",74.5,215.0,10.8,2.94,2.46,28.2,1.5,96.0,1.97,125.0,446.0,0.0,13.0,0.0,1.54,29.0
Signature Select Broccoli Florets Family Size 32 Oz - 32 OZ,Safeway,4.99,907.18,0.00550054,frozen-foods,"Broccoli, raw",100.0,31.0,2.57,0.028,0.039,6.27,2.4,46.0,0.69,303.0,36.0,91.3,8.0,,,
Banquet Brown N Serve Fully Cooked Turkey Sausage Links - 10-6.4 Oz,Safeway,3.5,181.44,0.01929046,frozen-foods,"Sausage, turkey, fresh, cooked",100.0,196.0,23.9,5.7,2.7,0.0,0.0,22.0,1.49,298.0,665.0,0.7,13.0,,0.0,92.0
Tillamook French Vanilla Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, vanilla",100.0,207.0,3.5,3.422,6.79,23.6,0.7,128.0,0.09,199.0,80.0,0.6,118.0,0.2,21.2,44.0
Signature SELECT Artichoke Hearts Quartered - 8 Oz,Safeway,5.49,226.8,0.02420678,frozen-foods,Artichoke,100.0,53.0,2.89,0.156,0.079,12.0,5.7,21.0,0.61,286.0,60.0,7.4,1.0,0.0,0.99,0.0
Home Run Inn Pizza Classic Pepperoni Uncured Frozen - 28 Oz,Safeway,8.99,793.79,0.01132547,frozen-foods,"Pepperoni, reduced fat",100.0,378.0,21.1,19.6,11.4,0.72,0.0,24.0,1.36,363.0,1760.0,0.0,11.0,0.9,0.26,108.0
Stouffers Escalloped Chicken and Noodles Frozen Meal - 12 Oz,Safeway,5.49,340.19,0.01613785,frozen-foods,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",81.4,124.0,8.48,2.27,2.02,10.7,0.9,55.0,0.77,165.0,379.0,15.7,31.0,0.1,1.58,39.0
Amy's Margherita Pizza - 13 Oz,Safeway,11.99,368.54,0.03253347,frozen-foods,Frozen margarita,77.8,122.0,0.08,0.017,0.006,16.1,0.0,2.0,0.09,22.0,204.0,2.0,0.0,0.0,16.1,0.0
Birds Eye Steamfresh Brussels Sprouts Frozen Vegetables - 10.8 Oz,Safeway,3.99,306.17,0.01303178,frozen-foods,"Brussels sprouts, raw",100.0,,3.98,0.0,0.0,9.62,4.78,38.6,0.73,477.0,25.7,143.0,,,,
Ben & Jerry's Strawberry Cheesecake Ice Cream - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Ice creams, strawberry",80.0,192.0,3.2,0.0,5.19,27.6,0.9,120.0,0.21,188.0,60.0,7.7,96.0,,,29.0
Breyers CarbSmart Chocolate Frozen Dairy Dessert - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Milk dessert, frozen, milk-fat free, chocolate",87.2,167.0,4.3,0.359,0.597,37.7,0.0,154.0,0.04,333.0,97.0,0.7,2.0,0.0,37.7,0.0
Signature SELECT Chopped Spinach - 32 Oz,Safeway,4.99,907.18,0.00550054,frozen-foods,"Spinach, raw",100.0,23.0,2.86,0.175,0.063,3.63,2.2,99.0,2.71,558.0,79.0,28.1,469.0,0.0,0.42,0.0
Breyers Double Cookie Crumble Frozen Dairy Dessert - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Frozen dessert, non-dairy",86.7,159.0,0.87,1.553,7.04,18.2,0.1,117.0,0.26,40.0,39.0,0.0,27.0,0.8,17.5,0.0
DEVOUR Buffalo Style Chicken Mac & Cheese with Buffalo Cheddar Cheese Sauce & Blue Cheese Frozen Meal - 12 Oz,Safeway,4.99,340.19,0.0146681,frozen-foods,Chicken with mole sauce,87.8,137.0,19.0,2.9560000000000004,1.66,3.22,0.3,13.0,0.78,232.0,542.0,0.1,16.0,0.0,2.12,78.0
Tillamook Chocolate Chip Cookie Dough Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, chocolate",100.0,216.0,3.8,3.62,6.8,28.2,1.2,109.0,0.93,249.0,76.0,0.7,118.0,0.2,25.4,34.0
Signature SELECT Sliced Strawberries And Bananas Family Size - 48 Oz,Safeway,12.99,1360.78,0.00954602,frozen-foods,"Pie, strawberry",85.7,289.0,2.88,6.930000000000001,3.72,44.2,2.2,15.0,1.37,89.0,189.0,15.8,0.0,0.0,22.6,0.0
Signature SELECT Whole Cranberries - 16 Oz,Safeway,4.99,453.59,0.01100108,frozen-foods,"Cranberries, raw",100.0,46.0,0.46,0.073,0.008,12.0,3.6,8.0,0.23,80.0,2.0,14.0,3.0,0.0,4.27,0.0
