Product Name,Store,Min Price,Weight_g,Price per Gram,Category,usda_match,match_confidence,Energy (kcal),Protein (g),Healthy Fats (g),Unhealthy Fats (g),"Carbohydrate, by difference (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Potassium, K (mg)","Sodium, Na (mg)",Vitamin C (mg),"Vitamin A, RAE (µg)",Vitamin D (D2 + D3) (µg),"Sugars, Total (g)",Cholesterol (mg)
"Athenos Feta Cheese, Chunk",Foodland,8.39,226.53,0.03703769,Cheese,"Cheese, feta",100.0,265.0,14.2,5.211,13.3,3.88,0.0,493.0,0.65,62.0,1140.0,0.0,125.0,0.4,0.0,89.0
"BelGioioso Romano Cheese, Freshly Shredded",Foodland,6.99,141.55,0.04938359,Cheese,"Cheese, romano",100.0,387.0,31.8,8.433,17.1,3.63,0.0,1060.0,0.77,86.0,1430.0,0.0,96.0,0.5,0.73,104.0
"BelGioioso Shredded Cheese, Parmesan",Foodland,6.99,141.55,0.04938359,Cheese,"Cheese, parmesan, shredded",100.0,415.0,37.9,9.391,17.4,3.41,0.0,1250.0,0.87,97.0,1700.0,0.0,229.0,0.5,0.9,72.0
Boar's Head Gold Label Swiss Sliced Cheese,Foodland,8.99,199.11,0.04515071,Cheese,"Cheese, swiss",100.0,393.0,27.0,8.4,19.193,1.44,,890.0,0.13,71.0,185.0,,292.0,0.0,,93.0
Boar's Head Vermont Cheddar Sliced Cheese,Foodland,8.99,227.56,0.03950687,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Buf Creamery Mozzarella Di Bufala Ovoline,Foodland,11.99,198.78,0.06031852,Cheese,"Cheese, mozzarella, whole milk",72.7,299.0,22.2,7.335,13.9,2.4,0.0,505.0,0.44,76.0,486.0,0.0,179.0,0.4,0.0,79.0
Busseto Snacking Salami & Provolone Cheese,Foodland,3.5,84.81,0.04127057,Cheese,"Cheese, provolone",100.0,351.0,25.6,8.158999999999999,17.1,2.14,0.0,756.0,0.52,138.0,727.0,0.0,236.0,0.5,0.56,69.0
Busseto Snacking Spicy Salami,Foodland,3.5,84.81,0.04127057,Cheese,"Salami, NFS",75.0,378.0,21.1,19.6,11.4,0.72,0.0,24.0,1.36,363.0,1760.0,0.0,11.0,0.9,0.26,108.0
Cracker Barrel Bites Cheddar Jack & Havarti with Butter Crackers,Foodland,1.79,63.43,0.02821919,Cheese,"CRACKER BARREL, coleslaw",79.1,175.0,0.89,10.21,2.125,13.0,1.6,34.0,0.29,162.0,110.0,14.2,43.0,,11.1,11.0
"Cracker Barrel Bites, Vermont Sharp White Cheddar & Gouda",Foodland,1.79,63.43,0.02821919,Cheese,"CRACKER BARREL, coleslaw",79.1,175.0,0.89,10.21,2.125,13.0,1.6,34.0,0.29,162.0,110.0,14.2,43.0,,11.1,11.0
Cracker Barrel Extra Sharp Cheddar Cheese Bites,Foodland,1.79,63.43,0.02821919,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Cracker Barrel Extra Sharp Cheddar Cheese Sticks,Foodland,1.19,28.35,0.04197605,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Cracker Barrel Snacking Cube Cheddar Jack,Foodland,4.99,170.44,0.02927741,Cheese,"CRACKER BARREL, coleslaw",82.9,175.0,0.89,10.21,2.125,13.0,1.6,34.0,0.29,162.0,110.0,14.2,43.0,,11.1,11.0
Cracker Barrel Snacking Cube Extra Sharp Cheddar,Foodland,4.99,170.44,0.02927741,Cheese,"CRACKER BARREL, coleslaw",82.9,175.0,0.89,10.21,2.125,13.0,1.6,34.0,0.29,162.0,110.0,14.2,43.0,,11.1,11.0
Cracker Barrel Snacking Cube Vermont Sharp White Cheddar and Gouda,Foodland,4.99,170.44,0.02927741,Cheese,"CRACKER BARREL, steak fries",80.9,255.0,3.26,9.99,2.475,30.9,3.5,19.0,0.69,551.0,43.0,0.9,,,0.86,0.0
Cracker Barrel Wisconsin Extra Cheddar Slices,Foodland,4.99,228.17,0.02186987,Cheese,"CRACKER BARREL, coleslaw",82.1,175.0,0.89,10.21,2.125,13.0,1.6,34.0,0.29,162.0,110.0,14.2,43.0,,11.1,11.0
Daisy Cottage Cheese,Foodland,6.29,685.84,0.00917124,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Daisy Cottage Cheese with Peaches,Foodland,2.29,170.84,0.01340412,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Daisy Cottage Cheese with Pineapple,Foodland,2.29,170.84,0.01340412,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Daisy Cottage Cheese with Strawberries,Foodland,2.29,170.84,0.01340412,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
"Daisy Cottage Cheese, 2% Low Fat",Foodland,6.29,685.84,0.00917124,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
"Daisy Cottage Cheese, 4% Lowfat",Foodland,4.49,454.6,0.00987672,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Daisy Low Fat Cottage Cheese,Foodland,4.49,454.6,0.00987672,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
"Daiya Cheeze Slices, Cheddar Style",Foodland,6.69,220.53,0.03033563,Cheese,"Cheese, cheddar",78.6,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
"Daiya Cheeze Slices, Provolone Style",Foodland,6.69,220.53,0.03033563,Cheese,"Cheese, provolone",81.2,351.0,25.6,8.158999999999999,17.1,2.14,0.0,756.0,0.52,138.0,727.0,0.0,236.0,0.5,0.56,69.0
"Daiya Cutting Board Cheese Shreds, Cheddar",Foodland,6.69,201.76,0.03315755,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
"Daiya Cutting Board Cheese Shreds, Mozzarella",Foodland,6.69,201.76,0.03315755,Cheese,"Cheese, Mozzarella, NFS",89.5,296.0,23.7,5.394,11.7,4.44,0.0,693.0,0.2,116.0,699.0,0.0,203.0,0.4,1.81,65.0
Daiya Cutting Board Mexican 4 Cheeze Style Blend Shreds,Foodland,6.69,201.76,0.03315755,Cheese,"Cheese, Mexican blend",78.8,384.0,23.5,8.734,16.1,0.13,0.0,659.0,0.59,85.0,607.0,0.0,174.0,0.5,0.0,95.0
Daiya Shreds Ched Mozzarella,Foodland,6.69,201.76,0.03315755,Cheese,"Cheese, Mozzarella, NFS",77.8,296.0,23.7,5.394,11.7,4.44,0.0,693.0,0.2,116.0,699.0,0.0,203.0,0.4,1.81,65.0
Daiya Swiss Cheese Slices,Foodland,6.69,220.53,0.03033563,Cheese,"Cheese, swiss",100.0,393.0,27.0,8.4,19.193,1.44,,890.0,0.13,71.0,185.0,,292.0,0.0,,93.0
"Easy Cheese American Cheese Snack, 8 oz",Foodland,7.49,226.8,0.03302527,Cheese,"Cheese, American",100.0,340.0,16.8,7.2,15.6,7.16,0.0,1060.0,0.74,207.0,1430.0,0.0,262.0,6.5,4.72,87.0
"Easy Cheese Cheddar Cheese Snack, 8 oz",Foodland,7.49,226.8,0.03302527,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Emmi Kaltbach Le Gruyere Cheese,Foodland,11.99,141.63,0.08465758,Cheese,"Cheese, gruyere",100.0,413.0,29.8,11.73,18.9,0.36,0.0,1010.0,0.17,81.0,714.0,0.0,271.0,0.6,0.36,110.0
"Emmi Le Gruyere Switzerland Cheese, Mild",Foodland,14.99,169.98,0.08818498,Cheese,"Cheese, gruyere",100.0,413.0,29.8,11.73,18.9,0.36,0.0,1010.0,0.17,81.0,714.0,0.0,271.0,0.6,0.36,110.0
"Follow Your Heart  Cheese Slices, Provolone Style",Foodland,7.49,198.45,0.03774317,Cheese,"Cheese, provolone",100.0,351.0,25.6,8.158999999999999,17.1,2.14,0.0,756.0,0.52,138.0,727.0,0.0,236.0,0.5,0.56,69.0
"Follow Your Heart Cheese Alternative, American Style, Slices",Foodland,7.49,198.45,0.03774317,Cheese,"Cheese, American",100.0,340.0,16.8,7.2,15.6,7.16,0.0,1060.0,0.74,207.0,1430.0,0.0,262.0,6.5,4.72,87.0
"Follow Your Heart Gouda Style Cheese, Smoked",Foodland,7.49,198.45,0.03774317,Cheese,"Cheese, gouda",100.0,356.0,24.9,8.407,17.6,2.22,0.0,700.0,0.24,121.0,819.0,0.0,165.0,0.5,2.22,114.0
Galbani Colby Jack Cheese Sticks,Foodland,6.79,283.08,0.02398631,Cheese,"Cheese, Colby Jack",100.0,393.0,23.2,8.906,19.7,2.24,0.0,700.0,0.38,105.0,633.0,0.0,228.0,0.3,0.51,98.0
Galbani Fresh Mozzarella Cheese,Foodland,7.79,339.76,0.02292809,Cheese,"Cheese, Mozzarella, NFS",89.5,296.0,23.7,5.394,11.7,4.44,0.0,693.0,0.2,116.0,699.0,0.0,203.0,0.4,1.81,65.0
"Galbani Mozzarella Balls, Part Skim Milk",Foodland,7.99,453.03,0.017637,Cheese,"Cheese, mozzarella, part skim milk",87.7,254.0,24.3,4.981999999999999,10.1,2.77,0.0,782.0,0.22,84.0,619.0,0.0,127.0,0.3,1.13,64.0
Galbani Ricotta Cheese,Foodland,6.89,424.63,0.01622604,Cheese,"Cheese, Ricotta",100.0,148.0,9.6,2.764,5.95,6.0,0.0,248.0,0.27,178.0,102.0,0.0,117.0,0.2,0.29,40.0
Galbani String Cheese,Foodland,6.79,337.71,0.02010617,Cheese,"Danish pastry, cheese",75.7,374.0,8.0,13.88,6.79,37.2,1.0,35.0,1.8,98.0,417.0,0.1,35.0,0.0,6.95,23.0
Galbani Whole Milk Mozzarella,Foodland,7.99,453.03,0.017637,Cheese,"Cheese, mozzarella, whole milk",81.1,299.0,22.2,7.335,13.9,2.4,0.0,505.0,0.44,76.0,486.0,0.0,179.0,0.4,0.0,79.0
"Green Valley Organic Cream Cheese, Lactose Free",Foodland,5.99,226.42,0.02645549,Cheese,"Cream cheese, fat free",100.0,105.0,15.7,0.307,0.644,7.66,0.0,351.0,0.19,278.0,702.0,0.0,11.0,0.0,5.48,12.0
Horizon Organic American Cheese Singles,Foodland,7.29,227.11,0.03209933,Cheese,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,100.0,148.0,22.7,0.0,0.7,11.7,0.2,712.0,0.05,236.0,1300.0,0.2,,,6.7,16.0
Kite Hill Plain Cream Cheese,Foodland,10.99,227.42,0.04832537,Cheese,"Cream cheese, fat free",100.0,105.0,15.7,0.307,0.644,7.66,0.0,351.0,0.19,278.0,702.0,0.0,11.0,0.0,5.48,12.0
Knudsen Cottage Cheese 2% Low Fat,Foodland,5.29,454.45,0.01164042,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Knudsen Cottage Cheese 4% Small Curd,Foodland,5.29,454.45,0.01164042,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Knudsen Fat Free Cottage Cheese,Foodland,5.29,454.45,0.01164042,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Knudsen Low Fat Cottage Cheese Pineapple,Foodland,5.29,454.45,0.01164042,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Knudsen Small Curd 4% Cottage Cheese,Foodland,7.69,681.27,0.01128768,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Knudsen Small Curd Lowfat 2% Cottage Cheese,Foodland,7.69,681.27,0.01128768,Cheese,"Cheese, cottage, low fat",100.0,82.0,11.0,0.5409999999999999,1.26,4.31,0.0,103.0,0.13,120.0,321.0,0.0,69.0,0.0,4.1,12.0
Kraft 4 Cheese Mexican Shredded Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, Mexican blend",85.0,384.0,23.5,8.734,16.1,0.13,0.0,659.0,0.59,85.0,607.0,0.0,174.0,0.5,0.0,95.0
Kraft American Cheese Singles,Foodland,3.69,227.41,0.01622604,Cheese,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,100.0,148.0,22.7,0.0,0.7,11.7,0.2,712.0,0.05,236.0,1300.0,0.2,,,6.7,16.0
Kraft Big American Cheese Slices,Foodland,5.19,226.36,0.02292809,Cheese,"Cheese, American",100.0,340.0,16.8,7.2,15.6,7.16,0.0,1060.0,0.74,207.0,1430.0,0.0,262.0,6.5,4.72,87.0
"Kraft Cheese Slices, Havarti",Foodland,5.19,198.83,0.02610275,Cheese,"Cheese, swiss",81.8,393.0,27.0,8.4,19.193,1.44,,890.0,0.13,71.0,185.0,,292.0,0.0,,93.0
Kraft Colby Jack Chunk Cheese,Foodland,4.89,227.26,0.02151713,Cheese,"Cheese, Colby Jack",100.0,393.0,23.2,8.906,19.7,2.24,0.0,700.0,0.38,105.0,633.0,0.0,228.0,0.3,0.51,98.0
Kraft Colby Jack Fine Shreds,Foodland,7.99,453.03,0.017637,Cheese,"Cheese, Colby Jack",74.1,393.0,23.2,8.906,19.7,2.24,0.0,700.0,0.38,105.0,633.0,0.0,228.0,0.3,0.51,98.0
Kraft Combo Sliced Cheese,Foodland,5.19,204.35,0.02539727,Cheese,"Cheese, provolone, sliced",81.2,,23.5,5.74,16.2,2.45,,749.0,0.0,94.8,601.0,,,0.0,,85.4
Kraft Deli Deluxe American Cheese Slices,Foodland,6.49,340.72,0.01904795,Cheese,"Cheese, American",100.0,340.0,16.8,7.2,15.6,7.16,0.0,1060.0,0.74,207.0,1430.0,0.0,262.0,6.5,4.72,87.0
Kraft Fat Free Mozzarella Shredded Cheese,Foodland,4.59,197.16,0.02328083,Cheese,"Cheese, mozzarella, low moisture, part-skim, shredded",100.0,304.0,23.6,5.960999999999999,12.209,8.06,0.0,716.0,0.23,131.0,682.0,0.0,254.0,0.4,2.24,65.0
Kraft Finely Shredded 4 Cheese Mexican Blend,Foodland,7.99,453.03,0.017637,Cheese,"Cheese, Mexican blend",100.0,384.0,23.5,8.734,16.1,0.13,0.0,659.0,0.59,85.0,607.0,0.0,174.0,0.5,0.0,95.0
Kraft Finely Shredded Colby Jack Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, Colby Jack",100.0,393.0,23.2,8.906,19.7,2.24,0.0,700.0,0.38,105.0,633.0,0.0,228.0,0.3,0.51,98.0
Kraft Finely Shredded Sharp Cheddar Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Kraft Finely Shredded Triple Cheddar Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Kraft Flavor Fusions Buffalo Ranch Monterey Jack Natural Cheese,Foodland,4.89,198.04,0.02469179,Cheese,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Kraft Flavor Fusions Garlic & Herb Cheddar Natural Cheese,Foodland,4.89,198.04,0.02469179,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Kraft Flavor Fusions Tomato Basil Monterey Jack Natural Cheese,Foodland,4.89,198.04,0.02469179,Cheese,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Kraft Grated Parmesan Cheese,Foodland,3.49,85.29,0.04091783,Cheese,"Cheese, parmesan, grated",100.0,421.0,29.6,7.6,16.396,12.4,,884.0,0.45,184.0,1750.0,,228.0,,,87.0
Kraft Individually Wrapped Slices Garlic & Herb,Foodland,5.19,300.27,0.01728426,Cheese,"Garlic, raw",100.0,143.0,6.62,0.0,0.0,28.2,2.7,,,,,10.0,,,,
Kraft Individually Wrapped Slices Jalapeno,Foodland,5.19,300.27,0.01728426,Cheese,"Peppers, jalapeno, raw",81.5,29.0,0.91,0.141,0.092,6.5,2.8,12.0,0.25,248.0,3.0,119.0,54.0,0.0,4.12,0.0
Kraft Italian 5-Cheese Finely Shredded,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, parmesan, shredded",76.9,415.0,37.9,9.391,17.4,3.41,0.0,1250.0,0.87,97.0,1700.0,0.0,229.0,0.5,0.9,72.0
Kraft Lactose Free Mozz Shreds,Foodland,7.69,198.19,0.03880139,Cheese,"Milk, lactose free, whole",82.8,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
Kraft Lactose Free Mozz String,Foodland,7.29,338.8,0.02151713,Cheese,"Milk, lactose free, whole",82.8,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
Kraft Medium Cheddar Chunk Cheese,Foodland,4.89,227.26,0.02151713,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Kraft Mexican Cheddar Jack Finely Shredded Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Kraft Mild Cheddar Shredded Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, cheddar",100.0,408.0,23.3,8.620000000000001,20.34,2.44,,707.0,0.16,77.0,654.0,,316.0,,,100.0
Kraft Mild Cheddar Shreds,Foodland,7.99,453.03,0.017637,Cheese,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",73.7,235.0,8.9,4.72,2.62,30.4,1.1,152.0,2.97,188.0,346.0,4.9,58.0,0.2,7.6,29.0
Kraft Monterey Jack Shredded Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Kraft Monterey Pepper Jack Chunk Cheese,Foodland,4.89,227.26,0.02151713,Cheese,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Kraft Mozzarella and Cheddar Shredded Cheese,Foodland,4.59,228.29,0.02010617,Cheese,"Cheese, Mozzarella, NFS",89.5,296.0,23.7,5.394,11.7,4.44,0.0,693.0,0.2,116.0,699.0,0.0,203.0,0.4,1.81,65.0
Kraft Mozzarella Chunk Cheese,Foodland,4.89,227.26,0.02151713,Cheese,"Cheese, Mozzarella, NFS",89.5,296.0,23.7,5.394,11.7,4.44,0.0,693.0,0.2,116.0,699.0,0.0,203.0,0.4,1.81,65.0
Bob Evans 100% Liquid Egg Whites,Foodland,5.49,457.76,0.01199316,Eggs & Egg Substitutes,"Egg, white, raw, fresh",100.0,52.0,10.9,0.0,0.0,0.73,0.0,7.0,0.08,163.0,166.0,0.0,0.0,0.0,0.71,0.0
Bob Evans Better'n Eggs Egg Substitute,Foodland,5.49,457.76,0.01199316,Eggs & Egg Substitutes,"Egg substitute, powder",80.0,444.0,55.5,7.02,3.77,21.8,0.0,326.0,3.16,744.0,800.0,0.8,369.0,0.0,21.8,572.0
Bob Evans Liquid Egg Whites,Foodland,10.29,911.61,0.01128768,Eggs & Egg Substitutes,"Egg, white, raw, fresh",100.0,52.0,10.9,0.0,0.0,0.73,0.0,7.0,0.08,163.0,166.0,0.0,0.0,0.0,0.71,0.0
Just Egg Scramble,Foodland,10.49,341.82,0.03068837,Eggs & Egg Substitutes,"Egg, whole, cooked, scrambled",96.0,149.0,9.99,6.870000000000001,3.954,1.61,0.0,66.0,1.31,132.0,145.0,0.0,161.0,1.8,1.39,277.0
Organic Valley Pasteurized Egg Whites,Foodland,11.19,453.19,0.02469179,Eggs & Egg Substitutes,"Egg, whole, raw, frozen, pasteurized",100.0,150.0,12.3,0.0,0.0,0.91,,55.0,1.77,117.0,121.0,,,2.3,,420.0
"Almond Breeze Almond Milk, Unsweetened",Foodland,4.29,935.53,0.00458562,Milk & Cream,"Almond milk, unsweetened",100.0,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
"Almond Breeze Almond Milk, Vanilla",Foodland,4.29,935.53,0.00458562,Milk & Cream,"Almond milk, NFS",86.7,20.0,0.54,0.993,0.103,1.53,0.0,171.0,0.29,31.0,59.0,0.0,41.0,0.9,1.2,0.0
"Almond Breeze Almondmilk, Original",Foodland,6.99,1801.48,0.00388014,Milk & Cream,"Almond milk, NFS",73.3,20.0,0.54,0.993,0.103,1.53,0.0,171.0,0.29,31.0,59.0,0.0,41.0,0.9,1.2,0.0
"Almond Breeze Almondmilk, Unsweetened",Foodland,6.99,1801.48,0.00388014,Milk & Cream,"Almond milk, unsweetened",97.8,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
"Almond Breeze Almondmilk, Unsweetened, Coconut",Foodland,4.29,935.53,0.00458562,Milk & Cream,"Almond milk, unsweetened",95.7,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
Almond Breeze Chocolate Almond Milk,Foodland,4.29,935.53,0.00458562,Milk & Cream,"Almond milk, chocolate",100.0,43.0,0.57,0.947,0.121,7.44,0.1,161.0,0.31,33.0,56.0,0.0,38.0,0.8,6.97,0.0
"Almond Breeze Chocolate Almondmilk, (Pack of 4)",Foodland,7.69,908.37,0.00846576,Milk & Cream,"Almond milk, chocolate",86.5,43.0,0.57,0.947,0.121,7.44,0.1,161.0,0.31,33.0,56.0,0.0,38.0,0.8,6.97,0.0
"Almond Breeze Unsweetened Almond Milk, Vanilla",Foodland,4.29,935.53,0.00458562,Milk & Cream,"Almond milk, unsweetened",100.0,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
"Almond Breeze Unsweetened Almondmilk, Vanilla",Foodland,4.29,935.53,0.00458562,Milk & Cream,"Almond milk, unsweetened",87.8,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
Almond Breeze Vanilla Almondmilk,Foodland,6.99,1801.48,0.00388014,Milk & Cream,"Almond milk, NFS",80.0,20.0,0.54,0.993,0.103,1.53,0.0,171.0,0.29,31.0,59.0,0.0,41.0,0.9,1.2,0.0
Califia Farms Almondmilk,Foodland,6.79,1374.95,0.00493836,Milk & Cream,"Almond milk, NFS",80.0,20.0,0.54,0.993,0.103,1.53,0.0,171.0,0.29,31.0,59.0,0.0,41.0,0.9,1.2,0.0
"Califia Farms Almondmilk, Toasted Coconut",Foodland,6.79,1374.95,0.00493836,Milk & Cream,Coconut milk,73.7,31.0,0.21,0.0,2.08,2.92,0.0,188.0,0.3,19.0,19.0,0.0,63.0,1.0,2.5,0.0
"Califia Farms Almondmilk, Unsweetened",Foodland,6.79,1374.95,0.00493836,Milk & Cream,"Almond milk, unsweetened",97.8,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
"Califia Farms Almondmilk, Vanilla",Foodland,6.79,1374.95,0.00493836,Milk & Cream,"Almond milk, NFS",80.0,20.0,0.54,0.993,0.103,1.53,0.0,171.0,0.29,31.0,59.0,0.0,41.0,0.9,1.2,0.0
Chobani Extra Creamy Non-Dairy Oatmilk Oat Drink,Foodland,7.49,1516.7,0.00493836,Milk & Cream,"Non-dairy milk, NFS",83.3,31.0,1.14,1.291,0.159,3.04,0.1,153.0,0.32,52.0,51.0,0.0,35.0,1.0,2.03,0.0
Chobani Original Non-Dairy Oatmilk Oat Drink,Foodland,7.49,1516.7,0.00493836,Milk & Cream,"Non-dairy milk, NFS",83.3,31.0,1.14,1.291,0.159,3.04,0.1,153.0,0.32,52.0,51.0,0.0,35.0,1.0,2.03,0.0
Chobani Sweet Cream Coffee Creamer,Foodland,8.49,687.68,0.0123459,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Chobani Vanilla Coffee Creamer,Foodland,8.49,687.68,0.0123459,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Chobani Zero Sugar Unsweetened Oatmilk,Foodland,7.49,1516.7,0.00493836,Milk & Cream,"SILK Unsweetened, soymilk",81.8,33.0,2.88,0.0,0.206,1.65,0.4,123.0,0.44,123.0,35.0,0.0,,0.0,0.41,0.0
Coffee Mate Caramel Creamer,Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
"Coffee Mate Coffee Creamer, Coconut",Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate French Vanilla Creamer,Foodland,6.99,900.74,0.00776028,Milk & Cream,SILK French Vanilla Creamer,92.0,133.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,67.0,0.0,,,20.0,0.0
Coffee Mate French Vanilla Liquid Coffee Creamer,Foodland,4.39,460.94,0.00952398,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate French Vanilla Liquid Creamer,Foodland,9.99,1770.07,0.00564384,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
